Serial Number,ESN,Static IP Address,Location ID,Model ,Connection Status,Last Connected Timestamp,Confirm Connection 4/24,Username
613687,F615C737,10.56.57.132,,Systech 7310,Active,No connections in last 3 months,NO,3125460330@uscc.net
613632,F615C763,10.56.57.92,,Systech 7310,Active,No connections in last 3 months,NO,3122174213@uscc.net
613633,F615C759,10.56.54.120,,Systech 7310,Active,No connections in last 3 months,NO,3122174453@uscc.net
613614,F615C745,10.56.57.148,,Systech 7310,Active,No connections in last 3 months,NO,3122174625@uscc.net
613700,F615C747,10.56.57.41,,Systech 7310,Active,3/7/2018 3:35,NO,3124370149@uscc.net
613654,F615C740,10.56.57.248,,Systech 7310,Active,No connections in last 3 months,NO,3124370162@uscc.net
613800,F615C755,10.56.57.89,,Systech 7310,Active,No connections in last 3 months,NO,3124370182@uscc.net
613813,F615CA13,10.56.57.241,,Systech 7310,Active,No connections in last 3 months,NO,3125460328@uscc.net
613647,F615CA65,10.56.57.239,,Systech 7310,Active,No connections in last 3 months,NO,3124370482@uscc.net
613677,F615CA58,10.56.57.203,,Systech 7310,Active,No connections in last 3 months,NO,3125460324@uscc.net
613352,F615C9F0,10.56.1.109,,Systech 7310,Active,No connections in last 3 months,NO,3123888417@uscc.net
613350,F615C9DA,10.56.1.136,,Systech 7310,Active,No connections in last 3 months,NO,3123888468@uscc.net
613353,F615CA0B,10.56.57.127,,Systech 7310,Active,2/2/2018 11:02,NO,3122178023@uscc.net
613359,F615CA11,10.56.52.209,TD229658,Systech 7310,Active,No connections in last 3 months,NO,3122178026@uscc.net
613421,F615CA1B,10.56.1.119,,Systech 7310,Active,No connections in last 3 months,NO,3122178066@uscc.net
613331,F615CA03,10.56.1.145,,Systech 7310,Active,No connections in last 3 months,NO,3122178192@uscc.net
613396,F615CA38,10.56.1.133,,Systech 7310,Active,3/1/2018 12:48,NO,3122178991@uscc.net
613346,F615CA8A,10.56.1.111,,Systech 7310,Active,No connections in last 3 months,NO,3122179046@uscc.net
613332,F615CA3A,10.56.57.225,,Systech 7310,Active,No connections in last 3 months,NO,3122179495@uscc.net
613355,F615CA4F,10.56.1.123,,Systech 7310,Active,No connections in last 3 months,NO,3122179578@uscc.net
614247,F615C8D5,10.56.57.219,,Systech 7310,Active,No connections in last 3 months,NO,3125460313@uscc.net
614235,F615C9AF,10.56.57.187,,Systech 7310,Active,No connections in last 3 months,NO,3122172703@uscc.net
614230,F615C9DF,10.56.53.72,TD230226,Systech 7310,Active,No connections in last 3 months,NO,3123886672@uscc.net
614250,F615C9CF,10.56.57.213,,Systech 7310,Active,2/21/2018 16:32,NO,3123886939@uscc.net
613473,F615C815,10.56.1.150,,Systech 7310,Active,No connections in last 3 months,NO,3123886972@uscc.net
613460,F615C807,10.56.1.129,,Systech 7310,Active,No connections in last 3 months,NO,3123886987@uscc.net
613472,F615C81F,10.56.1.113,,Systech 7310,Active,No connections in last 3 months,NO,3125460281@uscc.net
613490,F615C964,10.56.1.104,,Systech 7310,Active,No connections in last 3 months,NO,3123885257@uscc.net
614076,F615C826,10.56.1.155,,Systech 7310,Active,No connections in last 3 months,NO,3125460231@uscc.net
616366,F615C837,10.56.58.55,,Systech 7310,Active,No connections in last 3 months,NO,3125460226@uscc.net
618408,F615FBB4,10.56.58.75,,Systech 7310,Active,No connections in last 3 months,NO,3124374843@uscc.net
618482,F615FB87,10.56.58.69,,Systech 7310,Active,No connections in last 3 months,NO,3122176731@uscc.net
618853,F615F8CC,10.56.58.62,,Systech 7310,Active,No connections in last 3 months,NO,3124375479@uscc.net
618863,F615F90B,10.56.1.179,,Systech 7310,Active,No connections in last 3 months,NO,3124375483@uscc.net
618850,F615F9AD,10.56.58.119,,Systech 7310,Active,No connections in last 3 months,NO,3124375495@uscc.net
618881,F615F9C0,10.56.1.183,,Systech 7310,Active,No connections in last 3 months,NO,3124375511@uscc.net
618851,F615F9DC,10.56.58.112,,Systech 7310,Active,No connections in last 3 months,NO,3124375530@uscc.net
619149,F615F9FF,10.56.1.219,,Systech 7310,Active,No connections in last 3 months,NO,3124375599@uscc.net
619383,F615F9E9,10.56.2.188,,Systech 7310,Active,No connections in last 3 months,NO,3124375615@uscc.net
614028,F615FA27,10.56.2.129,,Systech 7310,Active,No connections in last 3 months,NO,3124375617@uscc.net
619232,F615FA00,10.56.2.37,,Systech 7310,Active,No connections in last 3 months,NO,3124375655@uscc.net
619180,F615FBD7,10.56.1.203,,Systech 7310,Active,No connections in last 3 months,NO,3124375669@uscc.net
619205,F615FC36,10.56.58.92,,Systech 7310,Active,No connections in last 3 months,NO,3124375676@uscc.net
619336,F615FC38,10.56.2.15,,Systech 7310,Active,No connections in last 3 months,NO,3124375686@uscc.net
619212,F615FC7C,10.56.0.109,,Systech 7310,Active,2/1/2018 8:24,NO,3124375716@uscc.net
618674,F615FD1F,10.56.1.165,,Systech 7310,Active,No connections in last 3 months,NO,3124375973@uscc.net
618705,F615FBC4,10.56.1.180,,Systech 7310,Active,No connections in last 3 months,NO,3124375976@uscc.net
618688,F615FC11,10.56.1.198,,Systech 7310,Active,No connections in last 3 months,NO,3124375980@uscc.net
618637,F615FC04,10.56.58.79,,Systech 7310,Active,No connections in last 3 months,NO,3124375982@uscc.net
618673,F615FD1E,10.56.58.111,,Systech 7310,Active,2/25/2018 17:29,NO,3124376017@uscc.net
618699,F615FD2D,10.56.1.168,,Systech 7310,Active,No connections in last 3 months,NO,3124376019@uscc.net
618683,F615FD3B,10.56.1.169,,Systech 7310,Active,No connections in last 3 months,NO,3124376023@uscc.net
618630,F615FD5B,10.56.58.78,,Systech 7310,Active,No connections in last 3 months,NO,3124376031@uscc.net
622851,F61782BA,10.60.0.16,,Systech 7310,Active,No connections in last 3 months,NO,6464060470@tsp18.sprintpcs.com
622846,F61782A4,10.60.0.6,,Systech 7310,Active,No connections in last 3 months,NO,6464060429@tsp18.sprintpcs.com
622833,F61782C8,10.60.0.2,,Systech 7310,Active,No connections in last 3 months,NO,6464060395@tsp18.sprintpcs.com
622817,F61782B1,10.60.0.1,,Systech 7310,Active,No connections in last 3 months,NO,6464060387@tsp18.sprintpcs.com
622841,F6178262,10.60.0.28,,Systech 7310,Active,No connections in last 3 months,NO,6464060368@tsp18.sprintpcs.com
622797,F61782C7,10.60.0.23,,Systech 7310,Active,No connections in last 3 months,NO,6464060348@tsp18.sprintpcs.com
622759,F61782B7,10.60.0.15,,Systech 7310,Active,1/24/2018 16:35,NO,6464060333@tsp18.sprintpcs.com
618641,F615FD07,10.56.58.71,,Systech 7310,Active,No connections in last 3 months,NO,3124376083@uscc.net
622726,F61782DB,10.60.0.25,,Systech 7310,Active,No connections in last 3 months,NO,6464060298@tsp18.sprintpcs.com
618548,F615FCC4,10.56.58.134,,Systech 7310,Active,No connections in last 3 months,NO,3124376109@uscc.net
622806,F61782C5,10.60.0.4,,Systech 7310,Active,No connections in last 3 months,NO,6464060225@tsp18.sprintpcs.com
618530,F615FCDD,10.56.58.131,,Systech 7310,Active,No connections in last 3 months,NO,3124376178@uscc.net
618553,F615FD9E,10.56.58.137,,Systech 7310,Active,No connections in last 3 months,NO,3124376198@uscc.net
616149,F615FD80,10.56.58.50,,Systech 7310,Active,No connections in last 3 months,NO,3124376208@uscc.net
622805,F6178295,10.60.0.3,,Systech 7310,Active,No connections in last 3 months,NO,6464060133@tsp18.sprintpcs.com
619112,F615FE79,10.56.52.105,,Systech 7310,Active,No connections in last 3 months,NO,3124376361@uscc.net
622839,F61782CF,10.60.0.7,,Systech 7310,Active,No connections in last 3 months,NO,6464060096@tsp18.sprintpcs.com
619082,F615FE62,10.56.58.99,,Systech 7310,Active,No connections in last 3 months,NO,3124376373@uscc.net
619028,F615FE9D,10.56.58.86,,Systech 7310,Active,No connections in last 3 months,NO,3124376411@uscc.net
622798,F617829D,10.60.0.8,,Systech 7310,Active,No connections in last 3 months,NO,6464060072@tsp18.sprintpcs.com
622696,F6178327,10.60.0.9,,Systech 7310,Active,No connections in last 3 months,NO,6463914437@tsp17.sprintpcs.com
619071,F615FE2C,10.56.58.90,,Systech 7310,Active,No connections in last 3 months,NO,3124376429@uscc.net
622730,F61782FD,10.60.52.245,,Systech 7310,Active,2/4/2018 19:55,NO,6463914212@tsp17.sprintpcs.com
619134,F615FE8C,10.56.58.87,,Systech 7310,Active,No connections in last 3 months,NO,3124376445@uscc.net
622729,F617831D,10.60.0.10,,Systech 7310,Active,No connections in last 3 months,NO,6463913717@tsp17.sprintpcs.com
622734,F61782E3,10.60.0.17,,Systech 7310,Active,No connections in last 3 months,NO,6463913455@tsp17.sprintpcs.com
622719,F6178322,10.60.0.21,,Systech 7310,Active,No connections in last 3 months,NO,6463911160@tsp17.sprintpcs.com
619379,F615EBF1,10.56.53.11,TD230192,Systech 7310,Active,No connections in last 3 months,NO,3124376583@uscc.net
622733,F6178319,10.60.0.14,,Systech 7310,Active,No connections in last 3 months,NO,6463739857@tsp17.sprintpcs.com
618754,F615F868,10.56.2.183,,Systech 7310,Active,No connections in last 3 months,NO,3124376590@uscc.net
619837,F615F85C,10.56.2.87,,Systech 7310,Active,No connections in last 3 months,NO,3124376595@uscc.net
614021,F615F860,10.56.2.9,,Systech 7310,Active,No connections in last 3 months,NO,3124376598@uscc.net
620410,F615F86F,10.56.2.38,,Systech 7310,Active,No connections in last 3 months,NO,3124376601@uscc.net
798869,F616FC2F,10.56.81.228,,Systech 7310,Active,No connections in last 3 months,NO,3126711860@uscc.net
798834,F616FC21,10.56.81.232,,Systech 7310,Active,No connections in last 3 months,NO,3126711855@uscc.net
626762,F616FD59,10.56.88.37,,Systech 7310,Active,1/25/2018 15:19,NO,3126711676@uscc.net
626687,F616FD2B,10.56.58.228,,Systech 7310,Active,No connections in last 3 months,NO,3126711619@uscc.net
626707,F616FD2C,10.56.81.75,,Systech 7310,Active,No connections in last 3 months,NO,3126711605@uscc.net
626698,F616FD15,10.56.59.42,,Systech 7310,Active,No connections in last 3 months,NO,3126711602@uscc.net
626709,F616FD3C,10.56.81.73,,Systech 7310,Active,No connections in last 3 months,NO,3126711591@uscc.net
626688,F616FCAF,10.56.58.234,,Systech 7310,Active,No connections in last 3 months,NO,3126711586@uscc.net
626783,F616FA7D,10.56.58.181,,Systech 7310,Active,No connections in last 3 months,NO,3126711578@uscc.net
626731,F616FA95,10.56.81.81,,Systech 7310,Active,No connections in last 3 months,NO,3126711574@uscc.net
626781,F616FA83,10.56.81.90,,Systech 7310,Active,No connections in last 3 months,NO,3126711568@uscc.net
620160,F615F87A,10.56.80.1,,Systech 7310,Active,No connections in last 3 months,NO,3124376628@uscc.net
619373,F615F8A8,10.56.2.109,,Systech 7310,Active,No connections in last 3 months,NO,3124376629@uscc.net
798962,F616FBA0,10.56.0.105,,Systech 7310,Active,No connections in last 3 months,NO,3126711467@uscc.net
799025,F616FBD2,10.56.81.253,,Systech 7310,Active,2/15/2018 17:52,NO,3126711457@uscc.net
619339,F615F873,10.56.2.68,,Systech 7310,Active,No connections in last 3 months,NO,3124376645@uscc.net
799016,F616FBDF,10.56.81.235,,Systech 7310,Active,No connections in last 3 months,NO,3126711406@uscc.net
607896,F616FCFD,10.56.80.18,,Systech 7310,Active,No connections in last 3 months,NO,3126711362@uscc.net
608242,F616FCC4,10.56.81.37,,Systech 7310,Active,No connections in last 3 months,NO,3126711324@uscc.net
642187,F616F8F9,10.56.2.41,,Systech 7310,Active,No connections in last 3 months,NO,3126711248@cn01.sprintpcs.com
619245,F615F894,10.56.80.3,,Systech 7310,Active,No connections in last 3 months,NO,3124376653@uscc.net
619832,F615F89C,10.56.2.179,,Systech 7310,Active,No connections in last 3 months,NO,3124376656@uscc.net
613920,F616F867,10.56.81.222,,Systech 7310,Active,No connections in last 3 months,NO,3126711169@uscc.net
626827,F616FC63,10.56.88.38,,Systech 7310,Active,No connections in last 3 months,NO,3126712696@uscc.net
619841,F615F896,10.56.2.177,,Systech 7310,Active,No connections in last 3 months,NO,3124372014@uscc.net
627100,F616FC95,10.56.59.29,,Systech 7310,Active,No connections in last 3 months,NO,3126712691@uscc.net
627014,F616FC44,10.56.88.67,,Systech 7310,Active,No connections in last 3 months,NO,3126712688@uscc.net
619384,F615F89B,10.56.2.140,,Systech 7310,Active,No connections in last 3 months,NO,3124372024@uscc.net
626793,F616FB7F,10.56.88.36,,Systech 7310,Active,No connections in last 3 months,NO,3126712670@uscc.net
626789,F616FB5D,10.56.81.107,,Systech 7310,Active,No connections in last 3 months,NO,3126712664@uscc.net
619369,F615F8B4,10.56.80.52,,Systech 7310,Active,No connections in last 3 months,NO,3124372040@uscc.net
619361,F615F8AE,10.56.2.11,,Systech 7310,Active,No connections in last 3 months,NO,3124372041@uscc.net
626839,F616FAFA,10.56.81.18,,Systech 7310,Active,No connections in last 3 months,NO,3126712656@uscc.net
626791,F616FAAE,10.56.58.235,,Systech 7310,Active,No connections in last 3 months,NO,3126712652@uscc.net
619393,F615FEC8,10.56.80.55,,Systech 7310,Active,No connections in last 3 months,NO,3124372045@uscc.net
627063,F616FA6F,10.56.88.94,,Systech 7310,Active,No connections in last 3 months,NO,3126712592@uscc.net
626807,F616FA60,10.56.81.161,,Systech 7310,Active,No connections in last 3 months,NO,3126712575@uscc.net
620401,F615FEC6,10.56.2.195,,Systech 7310,Active,No connections in last 3 months,NO,3124372049@uscc.net
620408,F615FF03,10.56.2.135,,Systech 7310,Active,No connections in last 3 months,NO,3124372051@uscc.net
641773,F616F976,10.56.2.43,,Systech 7310,Active,No connections in last 3 months,NO,3126712367@uscc.net
620425,F615FEF0,10.56.2.93,,Systech 7310,Active,No connections in last 3 months,NO,3124372060@uscc.net
613377,F616F94D,10.56.2.176,,Systech 7310,Active,No connections in last 3 months,NO,3126712359@uscc.net
613985,F616F971,10.56.53.149,TD239925,Systech 7310,Active,No connections in last 3 months,NO,3126712356@uscc.net
614160,F616F953,10.56.53.45,TD229721,Systech 7310,Active,No connections in last 3 months,NO,3126712345@uscc.net
612450,F616F922,10.56.57.90,,Systech 7310,Active,No connections in last 3 months,NO,3126712341@uscc.net
626617,F616FA3B,10.56.81.216,,Systech 7310,Active,3/7/2018 19:12,NO,3126712259@uscc.net
626646,F616FA1F,10.56.88.23,,Systech 7310,Active,No connections in last 3 months,NO,3126712247@uscc.net
626631,F616F984,10.56.54.48,,Systech 7310,Active,2/7/2018 2:42,NO,3126712217@uscc.net
626682,F616F9BB,10.56.56.191,,Systech 7310,Active,2/7/2018 4:59,NO,3126712175@uscc.net
618949,F615FB21,10.56.1.164,,Systech 7310,Active,No connections in last 3 months,NO,3128547031@uscc.net
618946,F615FB4C,10.56.1.208,,Systech 7310,Active,No connections in last 3 months,NO,3124372295@uscc.net
618958,F615FB52,10.56.1.206,,Systech 7310,Active,No connections in last 3 months,NO,3124372302@uscc.net
618951,F615FB5F,10.56.1.167,,Systech 7310,Active,No connections in last 3 months,NO,3124372311@uscc.net
626674,F616F98B,10.56.88.41,,Systech 7310,Active,No connections in last 3 months,NO,3126712164@uscc.net
626603,F616F9AF,10.56.88.129,,Systech 7310,Active,No connections in last 3 months,NO,3126712147@uscc.net
618950,F615FED6,10.56.58.65,,Systech 7310,Active,No connections in last 3 months,NO,3124372343@uscc.net
626521,F616F92B,10.56.81.188,,Systech 7310,Active,No connections in last 3 months,NO,3126712108@uscc.net
626553,F616F911,10.56.81.30,,Systech 7310,Active,No connections in last 3 months,NO,3126712077@uscc.net
626533,F616F8B9,10.56.81.72,,Systech 7310,Active,No connections in last 3 months,NO,3126712059@uscc.net
626527,F616F900,10.56.81.28,,Systech 7310,Active,No connections in last 3 months,NO,3126712031@uscc.net
619035,F615FF2D,10.56.58.95,,Systech 7310,Active,No connections in last 3 months,NO,3124372371@uscc.net
626926,F616F383,10.56.81.193,,Systech 7310,Active,No connections in last 3 months,NO,3126710580@uscc.net
627002,F616F393,10.56.88.27,,Systech 7310,Active,No connections in last 3 months,NO,3126710576@uscc.net
626998,F616F370,10.56.88.75,,Systech 7310,Active,No connections in last 3 months,NO,3126710574@uscc.net
619304,F616000D,10.56.80.57,,Systech 7310,Active,No connections in last 3 months,NO,3124372524@uscc.net
619252,F6160004,10.56.81.40,,Systech 7310,Active,No connections in last 3 months,NO,3125465313@uscc.net
626918,F616F389,10.56.58.182,,Systech 7310,Active,No connections in last 3 months,NO,3126710569@uscc.net
627004,F616F37E,10.56.59.48,,Systech 7310,Active,No connections in last 3 months,NO,3126710562@uscc.net
626999,F616F36B,10.56.88.91,,Systech 7310,Active,No connections in last 3 months,NO,3126710552@uscc.net
626880,F616F396,10.56.59.68,,Systech 7310,Active,No connections in last 3 months,NO,3126710494@uscc.net
627171,F616F29D,10.56.81.70,,Systech 7310,Active,No connections in last 3 months,NO,3126710447@uscc.net
626842,F616F3EC,10.56.81.85,,Systech 7310,Active,No connections in last 3 months,NO,3126710387@uscc.net
619306,F6160014,10.56.2.110,,Systech 7310,Active,No connections in last 3 months,NO,3124372550@uscc.net
627144,F616F3E6,10.56.81.32,,Systech 7310,Active,No connections in last 3 months,NO,3126710382@uscc.net
619265,F6160049,10.56.80.53,,Systech 7310,Active,No connections in last 3 months,NO,3124372553@uscc.net
627059,F616F3E8,10.56.59.65,,Systech 7310,Active,No connections in last 3 months,NO,3126710376@uscc.net
619303,F6160050,10.56.2.71,,Systech 7310,Active,No connections in last 3 months,NO,3124372559@uscc.net
627027,F616F3CB,10.56.58.164,,Systech 7310,Active,No connections in last 3 months,NO,3126710357@uscc.net
627029,F616F3C8,10.56.88.29,,Systech 7310,Active,No connections in last 3 months,NO,3126710344@uscc.net
619185,F616003C,10.56.80.56,,Systech 7310,Active,No connections in last 3 months,NO,3124372562@uscc.net
626858,F616F3C5,10.56.81.164,,Systech 7310,Active,No connections in last 3 months,NO,3126710324@uscc.net
627031,F616F3BC,10.56.58.226,,Systech 7310,Active,No connections in last 3 months,NO,3129962675@uscc.net
626853,F616F3AD,10.56.81.123,,Systech 7310,Active,2/28/2018 16:26,NO,3129962683@uscc.net
626857,F616F3B8,10.56.58.183,,Systech 7310,Active,No connections in last 3 months,NO,3129962699@uscc.net
619349,F616005E,10.56.2.91,,Systech 7310,Active,No connections in last 3 months,NO,3124372570@uscc.net
619243,F616004A,10.56.1.227,,Systech 7310,Active,No connections in last 3 months,NO,3124372571@uscc.net
619327,F6160019,10.56.1.221,,Systech 7310,Active,No connections in last 3 months,NO,3124372572@uscc.net
626837,F616F3A1,10.56.81.82,,Systech 7310,Active,No connections in last 3 months,NO,3129962701@uscc.net
627023,F616F3B1,10.56.1.200,,Systech 7310,Active,No connections in last 3 months,NO,3129962720@uscc.net
626970,F616F3B5,10.56.81.27,,Systech 7310,Active,No connections in last 3 months,NO,3129962721@uscc.net
619340,F616005A,10.56.2.107,,Systech 7310,Active,No connections in last 3 months,NO,3124372586@uscc.net
626868,F616F3D8,10.56.88.34,,Systech 7310,Active,No connections in last 3 months,NO,3129962730@uscc.net
626874,F616F3CA,10.56.88.70,,Systech 7310,Active,No connections in last 3 months,NO,3129962734@uscc.net
619335,F616006A,10.56.80.63,,Systech 7310,Active,No connections in last 3 months,NO,3124372591@uscc.net
626944,F616F2C0,10.56.58.185,,Systech 7310,Active,No connections in last 3 months,NO,3129962751@uscc.net
626845,F616F2D0,10.56.88.69,,Systech 7310,Active,No connections in last 3 months,NO,3129962838@uscc.net
627105,F616F2CB,10.56.88.73,,Systech 7310,Active,No connections in last 3 months,NO,3129962848@uscc.net
626946,F616F2C9,10.56.88.42,,Systech 7310,Active,No connections in last 3 months,NO,3129962851@uscc.net
619315,F6160003,10.56.2.133,,Systech 7310,Active,No connections in last 3 months,NO,3124372598@uscc.net
620292,F616F3F3,10.56.81.78,,Systech 7310,Active,No connections in last 3 months,NO,3129963871@uscc.net
619283,F616000B,10.56.2.112,,Systech 7310,Active,No connections in last 3 months,NO,3124372603@uscc.net
619276,F6160011,10.56.2.67,,Systech 7310,Active,No connections in last 3 months,NO,3124372609@uscc.net
619292,F6160012,10.56.2.95,,Systech 7310,Active,12/26/2017 12:28,NO,3124372612@uscc.net
619266,F6160016,10.56.2.165,,Systech 7310,Active,No connections in last 3 months,NO,3124372615@uscc.net
620314,F616F2F7,10.56.54.47,,Systech 7310,Active,No connections in last 3 months,NO,3129963919@uscc.net
620335,F616F2F4,10.56.88.132,,Systech 7310,Active,No connections in last 3 months,NO,3129963925@uscc.net
619273,F6160029,10.56.1.175,,Systech 7310,Active,No connections in last 3 months,NO,3124372631@uscc.net
619320,F6160051,10.56.2.62,,Systech 7310,Active,No connections in last 3 months,NO,3124372634@uscc.net
619309,F616003A,10.56.2.66,,Systech 7310,Active,No connections in last 3 months,NO,3124372636@uscc.net
619271,F6160044,10.56.2.40,,Systech 7310,Active,No connections in last 3 months,NO,3124372638@uscc.net
619325,F6160042,10.56.2.142,,Systech 7310,Active,2/27/2018 2:24,NO,3124372641@uscc.net
620323,F616F2DE,10.56.54.58,,Systech 7310,Active,No connections in last 3 months,NO,3129963991@uscc.net
626487,F616F2DB,10.56.81.186,,Systech 7310,Active,No connections in last 3 months,NO,3129964004@uscc.net
619289,F6160046,10.56.2.117,,Systech 7310,Active,No connections in last 3 months,NO,3124372648@uscc.net
626534,F616F335,10.56.81.79,,Systech 7310,Active,2/13/2018 12:52,NO,3129964118@uscc.net
627035,F616F736,10.56.58.229,,Systech 7310,Active,No connections in last 3 months,NO,3129964411@uscc.net
627032,F616F3FC,10.56.88.87,,Systech 7310,Active,No connections in last 3 months,NO,3129964438@uscc.net
619241,F6160075,10.56.2.128,,Systech 7310,Active,No connections in last 3 months,NO,3124372655@uscc.net
627107,F616F3F7,10.56.81.12,,Systech 7310,Active,No connections in last 3 months,NO,3129964450@uscc.net
615918,F615F933,10.56.58.57,,Systech 7310,Active,No connections in last 3 months,NO,3124372702@uscc.net
616030,F6160072,10.56.58.51,,Systech 7310,Active,No connections in last 3 months,NO,3124372749@uscc.net
626905,F616F323,10.56.81.16,,Systech 7310,Active,No connections in last 3 months,NO,3129964469@uscc.net
626864,F616F2AE,10.56.81.83,,Systech 7310,Active,No connections in last 3 months,NO,3129964512@uscc.net
627110,F616F79A,10.56.81.19,,Systech 7310,Active,No connections in last 3 months,NO,3129964571@uscc.net
626971,F616F78F,10.56.58.232,,Systech 7310,Active,No connections in last 3 months,NO,3129964588@uscc.net
618753,F6160290,10.56.58.63,,Systech 7310,Active,No connections in last 3 months,NO,3124373236@uscc.net
618811,F6160263,10.56.58.73,,Systech 7310,Active,No connections in last 3 months,NO,3124373241@uscc.net
627097,F616F778,10.56.81.31,,Systech 7310,Active,No connections in last 3 months,NO,3129964684@uscc.net
627043,F616F773,10.56.81.187,,Systech 7310,Active,No connections in last 3 months,NO,3129964697@uscc.net
618759,F6160299,10.56.1.216,,Systech 7310,Active,1/11/2018 4:14,NO,3124373254@uscc.net
627071,F616F772,10.56.54.45,,Systech 7310,Active,No connections in last 3 months,NO,3129964700@uscc.net
618827,F6160262,10.56.58.133,,Systech 7310,Active,No connections in last 3 months,NO,3124373261@uscc.net
627066,F616F76E,10.56.81.128,,Systech 7310,Active,No connections in last 3 months,NO,3129964709@uscc.net
618816,F61602B4,10.56.58.123,,Systech 7310,Active,No connections in last 3 months,NO,3124373280@uscc.net
619927,F616F082,10.56.81.252,,Systech 7310,Active,No connections in last 3 months,NO,3124378729@uscc.net
618805,F61602CA,10.56.1.212,,Systech 7310,Active,No connections in last 3 months,NO,3124373295@uscc.net
618768,F6160265,10.56.1.194,,Systech 7310,Active,No connections in last 3 months,NO,3124373299@uscc.net
619981,F616F05A,10.56.2.59,,Systech 7310,Active,No connections in last 3 months,NO,3124378724@uscc.net
618813,F61602D6,10.56.58.129,,Systech 7310,Active,No connections in last 3 months,NO,3124373311@uscc.net
619960,F616F067,10.56.88.59,,Systech 7310,Active,No connections in last 3 months,NO,3124378716@uscc.net
619921,F616F04A,10.56.88.58,,Systech 7310,Active,No connections in last 3 months,NO,3124378694@uscc.net
619975,F616EF64,10.56.81.230,,Systech 7310,Active,No connections in last 3 months,NO,3124378682@uscc.net
619984,F616EF55,10.56.56.19,,Systech 7310,Active,No connections in last 3 months,NO,3124378672@uscc.net
624352,F616F24D,10.56.80.125,,Systech 7310,Active,No connections in last 3 months,NO,3124378612@uscc.net
618818,F61602CF,10.56.58.124,,Systech 7310,Active,No connections in last 3 months,NO,3124373364@uscc.net
624222,F616F26B,10.56.81.1,,Systech 7310,Active,No connections in last 3 months,NO,3124378611@uscc.net
624400,F616EF2B,10.56.80.80,,Systech 7310,Active,No connections in last 3 months,NO,3124378603@uscc.net
624364,F616EF2C,10.56.81.98,,Systech 7310,Active,No connections in last 3 months,NO,3124378599@uscc.net
624219,F616EF13,10.56.80.152,,Systech 7310,Active,No connections in last 3 months,NO,3124378581@uscc.net
624518,F616E9BD,10.56.88.115,,Systech 7310,Active,No connections in last 3 months,NO,3124374853@uscc.net
621955,F616EEF7,10.56.80.117,,Systech 7310,Active,No connections in last 3 months,NO,3124378579@uscc.net
620132,F616E95D,10.56.59.27,,Systech 7310,Active,No connections in last 3 months,NO,3124374977@uscc.net
620128,F616E963,10.56.88.1,,Systech 7310,Active,No connections in last 3 months,NO,7738798268@uscc.net
624310,F616EEEE,10.56.80.153,,Systech 7310,Active,No connections in last 3 months,NO,3124378574@uscc.net
621977,F616EF21,10.56.80.116,,Systech 7310,Active,No connections in last 3 months,NO,3124378552@uscc.net
624408,F616EF06,10.56.80.113,,Systech 7310,Active,No connections in last 3 months,NO,3124378546@uscc.net
624368,F616EEC5,10.56.80.118,,Systech 7310,Active,No connections in last 3 months,NO,3124378525@uscc.net
624329,F616E8E6,10.56.58.147,,Systech 7310,Active,No connections in last 3 months,NO,3124378516@uscc.net
624581,F616E9D5,10.56.59.98,,Systech 7310,Active,No connections in last 3 months,NO,3122179450@uscc.net
624479,F616EF29,10.56.59.47,,Systech 7310,Active,No connections in last 3 months,NO,3124378476@uscc.net
624475,F616EF26,10.56.58.177,,Systech 7310,Active,No connections in last 3 months,NO,3124378457@uscc.net
620044,F616E9CB,10.56.59.23,,Systech 7310,Active,No connections in last 3 months,NO,3122174990@uscc.net
624358,F616EFEA,10.56.81.4,,Systech 7310,Active,No connections in last 3 months,NO,3124378429@uscc.net
620127,F616E9CA,10.56.81.38,,Systech 7310,Active,No connections in last 3 months,NO,3122177334@uscc.net
624588,F616E9BE,10.56.58.203,,Systech 7310,Active,No connections in last 3 months,NO,3122177372@uscc.net
624531,F616E9DE,10.56.88.18,,Systech 7310,Active,No connections in last 3 months,NO,3122177447@uscc.net
624578,F616E93C,10.56.58.224,,Systech 7310,Active,No connections in last 3 months,NO,7738798218@uscc.net
620125,F616E9C9,10.56.81.102,,Systech 7310,Active,No connections in last 3 months,NO,7738798191@uscc.net
624481,F616EFE6,10.56.59.10,,Systech 7310,Active,No connections in last 3 months,NO,3124378417@uscc.net
624502,F616F007,10.56.81.54,,Systech 7310,Active,No connections in last 3 months,NO,3124378399@uscc.net
621964,F616F12A,10.56.80.101,,Systech 7310,Active,No connections in last 3 months,NO,3124378393@uscc.net
621987,F616F121,10.56.81.135,,Systech 7310,Active,No connections in last 3 months,NO,3124378392@uscc.net
620050,F616E9BC,10.56.58.248,,Systech 7310,Active,No connections in last 3 months,NO,3124379024@uscc.net
624271,F616F12B,10.56.80.75,,Systech 7310,Active,No connections in last 3 months,NO,3124378387@uscc.net
620055,F616E9DB,10.56.81.56,,Systech 7310,Active,No connections in last 3 months,NO,3124379028@uscc.net
624272,F616F0FA,10.56.81.226,,Systech 7310,Active,2/28/2018 17:10,NO,3124378373@uscc.net
624580,F616E9B7,10.56.58.249,,Systech 7310,Active,No connections in last 3 months,NO,3124379033@uscc.net
